Cell No.,Nucleus location (X),Nucleus location (Y),Nucleus perimeter,ALD1AH1,KCNT2,HIGD1B,ALD1AH2,PDGFRB,CLDN5,CCL19,DCN,KCNJ8,VEGFC,IL1R1,TAGLN,MFSD2A,RARA,TMEM132C,ACKR1,RGS16,MECOM
12716,14828,429948,154.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12717,19638,433521,154.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12718,14908,431966,224.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12719,16425,432564,384.2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
12720,17251,429420,133.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12721,16345,430028,329.9,0,2,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0
12722,16128,433022,210.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12723,17632,430218,154.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12724,15673,428758,299.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12725,17501,429883,188.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12726,17176,433655,123.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12727,15800,430063,203.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12728,15325,432457,163.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12729,15901,430081,448.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12730,19689,431331,362.0,2,1,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0
12731,16778,431431,297.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12732,14810,429026,308.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12733,17654,430572,575.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
12734,16240,428760,337.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12735,17256,428751,193.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12736,18026,431841,235.1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
12737,17625,428750,162.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12738,17870,433057,121.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12739,18640,432694,492.6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
12740,17213,428821,147.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12741,16796,432975,417.3,0,2,0,0,0,0,2,0,0,0,0,0,1,1,0,1,0,0
12742,14803,433458,366.3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
12743,18979,430659,147.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12744,14795,430537,141.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12745,19463,428927,123.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12746,14795,433357,173.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12747,18366,430182,189.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
12748,17343,428748,210.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12749,14983,432129,105.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12750,16389,430051,120.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12751,18153,437097,466.1,1,0,0,0,8,0,1,0,0,1,2,2,1,4,12,0,0,0
12752,19255,437255,428.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12753,17349,436798,590.2,1,0,0,0,0,1,2,0,0,0,0,0,0,1,2,0,0,0
12754,17261,436843,431.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12755,17827,435469,424.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12756,18786,435189,459.3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0
12757,17992,438536,387.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12758,17665,438053,369.6,0,3,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0
12759,15504,436792,402.7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0
12760,15926,436059,472.1,1,0,0,1,2,0,0,1,0,0,0,1,2,1,0,0,2,0
12761,15252,435971,510.2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
12762,18004,438437,403.8,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0
12763,18806,435333,430.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
12764,16973,433943,418.7,0,0,1,0,0,0,1,0,0,0,0,2,0,0,2,0,0,0
12765,15845,438156,445.5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
12766,18691,437392,414.7,0,2,0,0,0,0,0,0,0,0,0,2,0,1,6,1,0,0
12767,17225,434572,394.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0
12768,17373,434644,365.8,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
12769,16363,435444,396.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12770,17824,436802,744.5,2,6,1,0,0,2,3,2,0,0,0,3,9,3,0,1,0,0
12771,16558,433943,494.9,0,0,0,0,1,38,0,0,0,0,4,0,27,0,2,0,1,4
12772,18540,435685,368.4,1,0,0,0,1,0,0,0,0,0,1,1,0,0,2,0,0,0
12773,17322,437451,521.1,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0
12774,16061,434084,382.4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12775,17318,436332,760.3,1,8,0,0,5,0,8,1,0,0,0,0,3,12,0,3,0,0
12776,15420,436753,404.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12777,18828,435724,442.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12778,16748,436382,403.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12779,17562,435153,410.7,0,1,0,0,0,37,0,0,0,0,13,0,14,0,0,10,0,2
12780,17694,436791,411.8,0,1,0,1,5,0,0,0,0,0,0,0,2,0,5,0,0,0
12781,19038,437870,786.8,6,0,1,0,1,1,2,1,0,0,0,2,5,4,1,0,1,0
12782,17595,434443,478.9,0,0,0,1,10,0,0,0,1,0,1,0,0,1,4,0,0,0
12783,16104,434572,381.3,0,0,0,2,0,0,1,0,0,0,0,0,0,2,0,0,1,0
12784,15543,436889,495.6,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,1
12785,17889,438322,404.4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
12786,16172,434103,375.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12787,14861,436444,446.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12788,16097,434342,451.5,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0
12789,16378,436464,323.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12790,15409,435358,490.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12791,18171,433912,398.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12792,15514,437690,388.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
12793,19383,436612,411.6,0,1,0,0,0,0,2,0,0,0,0,1,0,1,1,0,0,0
12794,18647,435778,195.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12795,17808,438312,426.4,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0
12796,16963,433825,441.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12797,17326,434184,364.2,0,5,2,0,10,3,0,0,3,0,0,1,1,0,0,0,0,0
12798,14931,434835,479.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12799,16403,437906,395.3,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0
12800,14841,434434,488.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12801,16996,436494,374.4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
12802,16757,437543,361.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12803,19012,438129,707.0,0,7,0,0,0,0,5,0,0,0,0,0,0,1,0,0,1,0
12804,15152,435882,350.5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12805,18079,436679,356.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12806,16499,434038,383.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12807,17696,437244,679.3,2,7,0,0,0,0,4,0,0,0,0,3,2,8,0,1,1,0
12808,18600,435551,364.2,0,1,0,0,5,0,0,0,0,0,0,7,1,0,0,0,0,0
12809,18587,437872,394.7,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0
12810,15350,436659,175.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12811,16142,434453,455.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12812,17482,436228,443.7,0,0,0,0,0,35,1,0,0,0,1,1,18,0,3,0,0,1
12813,16855,437633,468.8,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,5
12814,15156,434084,267.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12815,18689,435629,402.7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
12816,18971,436352,485.7,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
12817,19012,436454,470.6,0,3,0,1,0,0,1,0,0,0,0,0,1,4,0,3,0,0
12818,19166,433850,285.7,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0
12819,17456,435061,448.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12820,15873,436793,252.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12821,16604,438504,537.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
12822,16935,437620,414.3,0,1,2,0,11,0,0,0,3,0,2,2,0,0,0,0,0,0
12823,15643,437470,159.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12824,15010,435905,413.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12825,18560,436423,334.8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
12826,17356,436186,291.4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
12827,18754,435950,186.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12828,17949,434999,285.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12829,16394,435170,178.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12830,17749,435391,617.4,0,3,0,0,3,0,4,1,1,0,0,1,2,7,0,3,1,0
12831,15110,435602,359.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
12832,16769,435862,217.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12833,19183,435684,268.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12834,19656,434930,641.3,1,9,0,2,0,2,2,2,0,0,0,2,5,4,0,0,0,1
12835,15799,434257,237.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12836,18656,436200,343.9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12837,18324,434697,340.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12838,15223,435349,501.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12839,15930,433833,161.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12840,17041,435617,475.6,0,0,0,0,0,37,1,0,0,0,0,0,10,0,0,0,0,8
12841,15248,435884,414.4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12842,17558,434998,470.3,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
12843,18021,436332,562.8,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0
12844,17638,437477,216.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12845,16460,438275,361.6,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0
12846,19700,433821,143.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12847,16474,438146,509.7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
12848,17974,438332,363.6,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
12849,15043,435819,490.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12850,15227,435597,261.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12851,18415,437671,537.0,1,0,0,1,1,0,2,0,0,0,0,0,0,1,0,0,1,0
12852,19512,438313,244.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12853,16242,438299,156.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12854,19191,437327,505.1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
12855,19608,437423,485.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12856,18729,435474,508.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
12857,17257,436692,594.7,1,5,0,0,0,1,2,1,0,0,0,2,0,5,0,2,0,0
12858,16383,435521,348.8,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12859,15663,435940,143.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12860,18498,435158,240.6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
12861,15223,435801,258.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12862,15914,436699,169.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12863,16795,435084,286.5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
12864,19504,437760,134.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12865,15172,435517,376.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12866,17805,436079,560.5,0,3,0,1,0,63,0,0,0,3,11,0,20,1,0,0,0,7
12867,19147,438572,296.6,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0
12868,17214,434707,183.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12869,15970,433760,300.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12870,19351,434016,208.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12871,15825,437097,248.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
12872,19272,435527,420.3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
12873,15116,438113,203.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12874,16425,434033,361.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12875,15330,435304,405.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12876,18501,434350,271.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12877,19312,434043,250.3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
12878,15234,435460,256.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12879,17986,433868,143.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12880,18216,437735,307.1,3,1,0,2,5,0,0,0,0,0,2,1,0,0,2,0,2,0
12881,19535,437323,706.2,1,7,0,0,0,2,3,1,0,0,0,0,1,6,0,0,0,0
12882,15492,434969,189.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12883,17169,433691,246.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12884,15427,438562,333.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12885,15718,437467,128.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12886,18915,438145,297.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12887,16755,437055,142.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12888,14823,435619,275.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12889,16330,437319,344.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12890,16349,435250,255.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12891,18689,438177,218.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12892,17449,436327,118.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12893,15586,436671,144.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12894,19700,433759,199.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12895,16822,435034,149.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12896,18514,433682,119.3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
12897,15069,435739,269.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12898,15101,437066,167.2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12899,16398,436310,693.3,1,1,1,0,2,1,3,0,0,1,0,0,0,3,1,0,0,0
12900,16106,434032,155.6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12901,15029,437153,230.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12902,16680,434228,146.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12903,18705,438135,183.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12904,14807,436520,315.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12905,18682,434471,197.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12906,17440,434994,214.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12907,15012,437206,257.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12908,16407,435226,125.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12909,15901,436735,134.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12910,18721,435225,153.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12911,19705,438258,143.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12912,18643,438166,126.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12913,15098,435800,141.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12914,14803,435132,311.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12915,16493,435124,109.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12916,17924,433893,120.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12917,17870,438488,580.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12918,17617,434209,112.7,0,6,0,0,0,0,3,0,1,0,0,1,0,1,1,0,0,0
12919,15321,436805,138.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12920,16336,438303,102.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12921,18419,433787,561.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12922,17133,436797,113.9,0,1,0,1,0,0,3,0,0,0,0,1,0,9,0,0,0,0
12923,16474,438585,93.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12924,18668,438142,126.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12925,17605,434101,95.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12926,17761,438367,131.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12927,18149,441717,423.5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0
12928,17691,443052,394.1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
12929,17701,440301,437.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12930,15440,441623,450.9,0,2,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0
12931,18587,439232,485.7,0,0,0,1,12,1,0,0,0,2,2,0,0,2,6,0,0,0
12932,16528,439407,468.6,0,0,0,2,6,0,0,0,0,0,0,0,0,0,5,0,0,0
12933,17821,441076,411.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0
12934,16083,439285,383.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12935,15412,440692,427.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12936,18066,441668,475.1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
12937,17766,440987,412.7,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
12938,19016,441544,401.8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
12939,16952,442296,776.9,1,15,0,4,0,0,4,2,0,0,0,1,1,4,0,6,1,0
12940,15905,439456,421.0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12941,15017,441973,395.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12942,19465,441383,485.7,0,2,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0
12943,16193,441170,416.9,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
12944,17981,443224,610.7,4,8,1,0,0,0,5,0,1,0,1,0,1,0,0,0,0,0
12945,19623,439934,416.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
12946,15133,438877,459.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12947,15093,442596,515.1,0,2,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0
12948,15677,442758,390.2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0
12949,17475,442347,340.8,0,1,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0
12950,16712,440225,475.4,0,4,0,0,1,0,0,0,0,0,0,1,0,1,3,0,0,0
12951,16248,442196,438.9,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
12952,17729,441083,403.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
12953,15289,441502,355.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12954,17503,438703,327.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12955,18471,443278,382.4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
12956,16613,439745,368.8,0,0,0,4,3,0,1,0,0,0,1,1,0,0,3,0,1,0
12957,15534,441367,393.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0
12958,18734,443012,407.5,0,0,0,1,3,0,0,0,0,0,0,0,0,0,4,0,0,0
12959,16492,442548,643.0,1,1,0,0,2,0,1,0,0,0,0,3,0,9,0,1,0,2
12960,18159,441872,504.0,1,11,0,0,2,0,3,1,0,0,1,1,2,1,0,3,0,0
12961,15731,439487,390.4,0,0,0,3,6,0,2,0,0,0,1,0,0,0,5,0,1,0
12962,16648,439220,224.6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
12963,18452,443186,369.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12964,19640,439254,386.7,0,0,0,2,7,0,2,0,0,0,1,0,0,3,3,0,0,0
12965,16268,439416,396.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0
12966,17678,440435,412.4,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0
12967,17683,440200,352.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12968,16295,442303,524.9,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0
12969,16272,441585,369.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1
12970,15085,441759,417.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12971,15969,439210,415.3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
12972,16097,441081,673.1,1,0,0,0,0,1,5,1,0,0,0,0,1,0,0,0,0,0
12973,18733,443122,391.0,0,1,0,0,4,0,0,0,0,0,1,0,0,0,1,0,0,0
12974,18503,440971,416.7,0,0,1,0,0,3,1,0,0,0,1,0,1,0,0,0,0,6
12975,16751,440332,455.1,0,0,1,0,10,0,0,0,0,0,0,0,0,2,2,0,0,0
12976,19490,441513,522.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12977,15557,440536,421.5,0,0,0,0,0,32,0,0,0,2,3,0,11,2,2,0,0,8
12978,15120,442342,582.2,3,0,0,0,0,0,2,1,0,1,0,0,0,2,0,0,0,0
12979,18210,441787,347.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12980,17673,443254,463.1,0,0,0,1,10,0,1,0,0,0,0,2,0,0,8,0,1,0
12981,15425,442973,207.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12982,16853,440588,593.0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0
12983,19315,442837,425.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0
12984,16287,442112,419.8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
12985,16215,441526,312.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12986,15648,440534,381.8,0,0,1,0,0,24,0,0,0,0,1,0,3,0,1,0,0,1
12987,17176,441045,490.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12988,16488,439239,279.1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
12989,16428,441138,381.6,0,0,0,1,3,0,1,0,0,0,0,1,0,0,3,0,1,0
12990,15144,442688,517.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12991,16275,441709,414.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12992,18506,442434,175.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12993,15726,439605,210.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
12994,17895,442222,236.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12995,16563,439208,534.0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
12996,16622,439073,812.1,1,19,1,0,2,0,5,0,1,0,1,1,1,6,0,0,1,0
12997,14998,438902,450.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
