Cell No.,Nucleus location (X),Nucleus location (Y),Nucleus perimeter,ALD1AH1,KCNT2,HIGD1B,ALD1AH2,PDGFRB,CLDN5,CCL19,DCN,KCNJ8,VEGFC,IL1R1,TAGLN,MFSD2A,RARA,TMEM132C,ACKR1,RGS16,MECOM
22448,31639,409216,368.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22449,32682,411865,381.3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
22450,33808,410477,353.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22451,34111,412798,346.8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
22452,32409,410513,391.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22453,34166,411261,379.3,0,3,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0
22454,32686,412694,376.4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
22455,31667,409985,375.6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
22456,33831,411943,389.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
22457,31323,412960,367.3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
22458,33154,413805,353.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22459,31895,412444,354.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
22460,31665,409291,428.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22461,31622,412752,354.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
22462,31704,412332,370.2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
22463,33167,409992,353.0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0
22464,33814,410710,352.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22465,33614,411264,374.4,0,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,0,0
22466,32649,412245,402.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22467,30360,411101,334.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
22468,30347,409833,363.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
22469,29675,413118,388.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22470,30924,412446,326.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22471,31714,409644,372.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
22472,29886,413254,388.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22473,30768,410317,417.8,0,0,0,0,0,0,2,0,0,0,0,0,0,0,7,0,0,0
22474,33584,413001,411.3,0,0,0,1,3,0,0,0,0,1,0,0,3,1,0,0,0,0
22475,33101,412730,373.8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
22476,30798,409398,383.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
22477,34083,412216,348.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22478,32960,410979,373.3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
22479,30877,409941,368.4,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,6,0
22480,33447,411756,403.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22481,30535,411638,388.4,0,1,0,0,10,0,0,1,1,0,1,0,0,1,0,0,0,0
22482,33314,411704,395.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22483,30228,410057,271.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22484,29950,411828,345.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22485,30031,409734,394.7,0,0,0,2,2,0,4,0,0,0,0,0,1,0,0,0,0,0
22486,30734,413483,320.2,0,0,0,0,4,0,1,0,1,0,0,0,0,0,0,0,1,0
22487,33179,411250,312.8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1
22488,34443,410054,402.4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22489,31376,411863,367.0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,2,0,0,0
22490,33901,411863,259.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22491,32104,411259,424.4,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0
22492,33901,411420,370.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
22493,33443,412363,382.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22494,32564,411899,400.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22495,29709,409793,361.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22496,30602,409122,291.9,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
22497,33384,410073,363.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22498,33338,412936,556.8,3,0,0,1,0,0,0,0,0,0,0,1,0,2,3,0,0,0
22499,33364,411067,366.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
22500,30351,410200,349.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
22501,34373,411816,381.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22502,29821,409336,303.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22503,30755,409909,340.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22504,30174,411204,343.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22505,31769,411638,222.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
22506,29835,409572,327.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22507,33090,411703,334.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
22508,34098,410877,172.6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
22509,34319,412067,415.5,0,1,0,0,1,0,2,0,0,0,1,0,0,0,7,0,0,0
22510,33663,409532,361.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22511,31251,411652,381.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
22512,32769,410420,319.9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22513,32017,409829,338.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22514,33903,412869,353.0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
22515,32230,412205,408.3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
22516,31937,413641,312.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22517,30801,410415,339.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
22518,30283,411122,356.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22519,30200,413579,407.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22520,29910,410131,334.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22521,33298,409350,334.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22522,33655,410436,367.6,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0
22523,32952,413075,414.3,2,1,0,1,2,0,0,2,0,0,1,0,0,0,1,0,1,0
22524,30512,410769,335.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22525,30911,413120,393.5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0
22526,30586,410219,280.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22527,33632,410638,327.4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
22528,33790,412680,353.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22529,30889,410912,292.5,0,0,0,0,0,0,3,0,0,0,0,1,0,0,1,0,0,0
22530,32544,412864,421.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22531,33121,409512,354.4,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0
22532,30368,411498,383.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22533,30125,413874,236.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22534,29957,409563,356.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22535,34442,412997,339.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22536,33445,412095,256.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
22537,31831,410963,311.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22538,29694,413230,395.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22539,33911,411914,292.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22540,32850,412770,472.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22541,33593,413703,381.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22542,34246,409978,357.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
22543,30950,409784,361.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22544,33473,413236,178.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22545,31922,410923,365.8,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
22546,30329,410966,224.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22547,33449,410294,260.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22548,29825,411781,348.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22549,30077,410512,453.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22550,31821,413850,432.0,0,0,1,0,4,0,0,0,0,0,0,1,0,1,0,0,0,0
22551,31833,413146,364.7,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
22552,31326,412128,274.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22553,34390,412376,367.6,0,0,0,0,0,0,3,0,0,0,0,1,0,0,1,0,0,0
22554,30875,410997,342.5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5,0
22555,31593,413188,395.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22556,29685,411233,345.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22557,33910,413573,375.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22558,32156,413499,244.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22559,32176,411369,353.8,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0
22560,32114,413360,222.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22561,30806,411225,411.3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
22562,32978,410811,231.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22563,34477,409639,260.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22564,32165,411723,423.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22565,34440,409828,439.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22566,32010,413649,217.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22567,31536,411246,368.2,0,0,0,0,5,0,2,0,0,0,0,1,0,0,0,0,0,0
22568,34056,409603,400.7,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
22569,30045,413863,242.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22570,32209,409476,238.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22571,32202,413347,216.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22572,30179,409999,391.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
22573,30103,412657,244.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22574,29750,410499,323.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22575,31247,411896,301.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22576,33075,412320,437.5,0,1,0,2,4,0,4,0,0,0,0,2,0,0,0,1,0,0
22577,33282,413934,227.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22578,34412,413887,409.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22579,33722,412140,236.3,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
22580,33186,411457,182.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
22581,31742,411030,290.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22582,30898,413821,299.7,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
22583,34397,411049,411.3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
22584,29669,410704,359.8,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
22585,31412,410940,219.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22586,31908,410812,283.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
22587,31167,410189,310.3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
22588,32977,410371,258.3,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
22589,32662,412173,211.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22590,34025,413515,439.3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
22591,31239,410023,408.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0
22592,34228,410357,271.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22593,31028,411170,209.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22594,30820,412268,244.0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
22595,34084,412122,283.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
22596,33455,413451,313.9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22597,31831,410748,185.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22598,34318,410541,286.3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
22599,33746,409454,238.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22600,32034,410674,413.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22601,30304,409393,279.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22602,30874,413913,305.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22603,31156,409540,216.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22604,30638,412478,413.7,0,1,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0
22605,31811,412932,243.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22606,33203,412037,340.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22607,32383,412853,294.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
22608,32693,413372,249.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22609,32530,413403,388.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22610,29960,410758,312.8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0
22611,29967,411203,222.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22612,29916,409242,394.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22613,29875,410327,394.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22614,29931,409897,275.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22615,31649,413904,226.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22616,31117,409516,183.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22617,31005,410859,299.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
22618,29964,412032,169.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22619,31413,410362,265.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22620,33784,411867,291.9,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
22621,34031,413133,209.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22622,32272,410535,564.8,0,0,0,0,0,1,1,0,0,0,0,2,0,1,1,0,3,0
22623,32285,409182,259.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22624,30544,410261,217.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22625,31106,410342,299.9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22626,31764,412979,351.8,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
22627,32352,413210,225.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22628,34228,412135,218.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22629,31448,410312,251.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22630,32592,413490,321.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22631,32492,412265,258.3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
22632,30841,410705,247.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22633,32992,409993,319.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22634,31631,409850,229.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
22635,30119,410726,150.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22636,30414,413884,250.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22637,31982,413742,354.2,0,0,1,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0
22638,31271,411768,405.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22639,32312,410098,230.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22640,31948,410036,235.7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
22641,33070,413777,297.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22642,29943,413898,260.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22643,32537,409985,317.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22644,33307,412837,237.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22645,30788,410724,194.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22646,31022,412337,413.3,2,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0
22647,30926,410042,272.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22648,30000,410727,202.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22649,30369,413868,226.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22650,34085,413123,303.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22651,32019,409894,323.1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
22652,29604,412476,176.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22653,33215,412862,164.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22654,31247,409069,405.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22655,33588,410416,278.5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
22656,32974,412963,413.5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
22657,30420,410775,263.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22658,31774,410652,149.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22659,30046,412684,263.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22660,31013,411926,174.4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0
22661,30143,411455,291.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
22662,32797,413200,460.7,0,1,0,0,11,1,0,0,1,0,1,12,0,1,0,0,3,0
22663,30452,410735,216.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22664,33288,411076,291.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22665,31133,411200,140.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
22666,29728,413175,147.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22667,33932,413500,368.1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
22668,34452,410918,368.6,0,0,0,1,5,0,1,0,0,0,0,0,0,0,0,0,1,0
22669,34049,409044,227.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22670,29852,412560,155.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22671,34380,410378,148.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22672,34436,411438,134.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22673,33158,412885,147.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22674,32563,413925,367.5,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
22675,31503,411058,290.5,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0
22676,32646,412373,136.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22677,32152,409354,300.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
22678,34129,410996,393.5,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
22679,29989,409300,220.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22680,32952,410029,277.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22681,34049,410623,355.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22682,33388,413179,249.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22683,34229,411520,253.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22684,34457,413403,290.6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22685,31154,410636,291.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22686,32463,410228,215.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22687,30402,411827,351.3,0,0,0,0,1,4,0,0,0,0,0,0,3,0,1,0,0,3
22688,31080,410283,293.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22689,32590,413351,212.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22690,32540,410156,265.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22691,32538,413493,254.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22692,31057,411935,238.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
22693,34487,412716,149.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22694,33155,412008,142.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22695,30096,411468,214.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22696,34467,411191,113.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22697,34268,411545,285.9,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22698,33929,409739,113.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22699,34052,413074,233.5,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
22700,33030,410110,296.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22701,31988,411415,139.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22702,33633,409449,128.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22703,31447,411051,228.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22704,34349,409213,270.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22705,30989,411589,269.9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22706,31671,413857,112.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22707,31144,411226,121.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22708,32705,411180,107.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22709,33118,411256,134.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22710,34480,412447,189.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22711,30446,410110,141.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22712,31067,411166,115.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
22713,31724,413686,135.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22714,31710,409054,115.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22715,33848,409038,134.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22716,30772,410233,144.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22717,30955,411620,229.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22718,32291,409044,262.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
22719,30041,409324,157.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22720,31116,411162,125.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22721,30354,411804,123.9,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
22722,30293,409161,106.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22723,30766,412243,87.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22724,30680,409036,225.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22725,30282,409437,97.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22726,34356,409846,136.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22727,31460,412975,125.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22728,32115,409699,93.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22729,30409,417286,375.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
